customer_id,city,region,city_tier,age_band,gender,occupation,monthly_income_inr,diet_preference,fitness_goal,current_mood_state,primary_meal_occasion,preferred_cuisine,spice_preference,packaging_preference,preferred_order_channel,preferred_payment_mode,delivery_speed_preference,meal_plan_preference,price_sensitivity_score,health_orientation_score,convenience_need_score,personalization_interest_score,subscription_interest_score,social_media_influence_score,office_lunch_need_score,breakfast_need_score,indulgence_score,preferred_product_category_1,preferred_product_category_2,order_frequency_per_month,avg_order_value_inr,monthly_food_delivery_spend_inr,discount_response_pct,likely_to_try_moodmeal,bundle_affinity,subscription_propensity,health_segment,purchase_intent_score,purchase_intent_label,sales_funnel_stage,age_band_code,city_tier_code,purchase_intent_binary,bundle_affinity_code,subscription_propensity_code,sales_funnel_stage_code,fitness_goal_score,diet_preference_score,income_segment,avg_order_value_segment,monthly_spend_segment,wellness_index,value_seeking_index,digital_convenience_index,meal_need_intensity_index,customer_potential_score,priority_segment
MM101312,Bengaluru,South,Metro,25-34,Female,Corporate Professional,68011,Jain,Balanced Eating,Health-Focused,Dinner,North Indian,Medium,Value/Functional,Zomato/Swiggy,Credit/Debit Card,20-40 min,On-demand,62,69,90,71,59,63,82,66,9,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,7,302,2355,34,1,Medium,Medium,Medium,75,Interested,Trial Ordered,2,1,1,2,2,4,8,7,Affluent,Mid Premium,Moderate,72.6,49.4,62.6,76.8,59.9,Nurture
MM101313,Indore,Central,Tier 2,18-24,Male,Homemaker,36730,Veg,Balanced Eating,Stressed,Lunch,Indian,Spicy,Eco-friendly,Zomato/Swiggy,Wallet,20-40 min,On-demand,60,77,70,44,37,50,58,6,38,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,5,461,1886,18,0,Low,Medium,Medium,62,Interested,Trial Ordered,1,3,1,1,2,4,8,6,Mass Premium,Premium,Light,73.6,41.1,45.3,45.2,45.5,Nurture
MM101314,Hyderabad,South,Metro,25-34,Female,Teacher/Academia,122461,Veg,Balanced Eating,Busy/Pressed for Time,Office Meal,South Indian,Mild,Premium,WhatsApp/Instagram,UPI,20-40 min,Monthly Subscription,53,71,99,90,29,89,77,44,44,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,562,1595,17,1,Medium,Medium,High,92,Interested,Repeat Customer,2,1,1,2,2,5,8,6,Upper Affluent,High Premium,Light,71.0,36.8,69.8,62.6,59.9,Nurture
MM101315,Lucknow,North,Tier 2,25-34,Male,Entrepreneur/Freelancer,28912,Non-Veg,Balanced Eating,Busy/Pressed for Time,Lunch,Fusion,Medium,Eco-friendly,Own App/Website,UPI,20-40 min,On-demand,40,100,84,43,41,95,41,28,34,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,418,2347,21,0,Medium,Medium,High,70,Interested,Awareness/Consideration,2,3,1,2,2,2,8,6,Budget,Premium,Moderate,84.0,31.4,59.0,46.0,52.9,Nurture
MM101316,Pune,West,Tier 1,35-44,Female,Corporate Professional,176946,Veg,High Protein/Fitness,Low Energy,Office Meal,Pan-Asian,Spicy,Value/Functional,Quick Commerce,Wallet,20-40 min,Monthly Subscription,33,81,90,46,56,47,98,52,0,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,3,500,1383,11,1,Medium,High,High,71,Interested,Awareness/Consideration,3,2,1,2,3,2,9,6,Premium,Premium,Light,78.4,23.1,54.0,71.7,53.2,Nurture
MM101317,Kolkata,East,Metro,35-44,Male,Government/Public Sector,171140,Mixed/Flexible,Convenience First,Health-Focused,Dinner,South Indian,Medium,Eco-friendly,WhatsApp/Instagram,UPI,20-40 min,Weekly Subscription,49,67,77,82,54,62,74,34,53,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,4,479,1537,17,1,Medium,Medium,High,69,Interested,Awareness/Consideration,3,1,1,2,2,2,5,6,Premium,Premium,Light,60.2,34.6,60.0,57.6,56.7,Nurture
MM101318,Ahmedabad,West,Tier 1,25-34,Female,Corporate Professional,138116,Veg,Weight Loss,Stressed,Lunch,Indian,Spicy,Value/Functional,Zomato/Swiggy,Credit/Debit Card,20-40 min,Weekly Subscription,57,43,87,70,59,11,18,40,37,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,3,526,1743,33,0,Medium,Medium,Medium,65,Interested,Awareness/Consideration,2,2,1,2,2,2,10,6,Upper Affluent,Premium,Light,64.4,46.2,51.2,36.2,52.1,Nurture
MM101319,Delhi NCR,North,Metro,35-44,Female,Teacher/Academia,93864,Non-Veg,High Protein/Fitness,Low Energy,Dinner,South Indian,Spicy,Premium,Zomato/Swiggy,Wallet,20-40 min,Monthly Subscription,60,45,50,89,64,50,61,41,66,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,8,358,2243,25,1,Low,Medium,Medium,47,Not Interested,Low Intent Lead,3,1,0,1,2,1,9,6,Affluent,Mid Premium,Moderate,62.2,44.2,52.4,58.2,51.5,Nurture
MM101320,Kolkata,East,Metro,25-34,Female,Homemaker,49063,Veg,Weight Loss,Health-Focused,Breakfast,Indian,Medium,Eco-friendly,Own App/Website,Wallet,Under 20 min,Monthly Subscription,50,91,59,59,83,15,55,70,77,Personalised Healthy Meal Bowls,Breakfast & Snack Boxes,9,343,3478,20,0,Medium,High,High,79,Interested,High Intent Lead,2,1,1,2,3,3,10,6,Mass Premium,Mid Premium,Moderate,86.0,36.5,45.0,66.4,68.1,High Potential
MM101321,Jaipur,North,Tier 2,45-54,Female,Entrepreneur/Freelancer,131470,Veg,Comfort/Indulgence,Busy/Pressed for Time,Dinner,Pan-Asian,Spicy,Premium,Zomato/Swiggy,UPI,20-40 min,On-demand,52,40,77,20,59,63,5,21,67,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,3,530,1855,20,0,Medium,Medium,Low,53,Not Interested,Low Intent Lead,4,3,0,2,2,1,5,6,Upper Affluent,Premium,Light,48.0,37.6,48.6,24.8,40.8,Low Potential
MM101322,Ahmedabad,West,Tier 1,25-34,Male,Entrepreneur/Freelancer,59958,Veg,Balanced Eating,Low Energy,Lunch,North Indian,Spicy,Value/Functional,WhatsApp/Instagram,Wallet,Under 20 min,On-demand,56,69,95,74,67,29,36,88,32,Breakfast & Snack Boxes,Personalised Healthy Meal Bowls,7,330,2811,23,0,Medium,Medium,High,72,Interested,High Intent Lead,2,2,1,2,2,3,8,6,Mass Premium,Mid Premium,Moderate,70.0,41.2,59.1,64.6,61.5,High Potential
MM101323,Pune,West,Tier 1,25-34,Female,Government/Public Sector,30862,Vegan,High Protein/Fitness,Health-Focused,Late-night Craving,South Indian,Mild,Eco-friendly,Quick Commerce,UPI,20-40 min,On-demand,49,100,72,100,83,90,73,48,45,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,398,1644,28,1,Medium,High,High,96,Interested,Trial Ordered,2,2,1,2,3,4,9,10,Mass Premium,Mid Premium,Light,97.0,39.6,72.0,60.0,76.7,Core Target
MM101324,Ahmedabad,West,Tier 1,45-54,Male,Homemaker,100491,Non-Veg,Balanced Eating,Low Energy,Mid-evening Snack,North Indian,Medium,Eco-friendly,Quick Commerce,Wallet,20-40 min,Weekly Subscription,92,64,62,81,32,62,29,50,66,Functional Beverages & Mood Drinks,Comfort Food Combo Boxes,5,311,1241,33,0,Low,Low,Medium,56,Not Interested,Low Intent Lead,4,2,0,1,1,1,8,6,Upper Affluent,Mid Premium,Light,67.8,65.4,52.0,43.4,46.5,Nurture
MM101325,Jaipur,North,Tier 2,25-34,Male,Homemaker,71720,Veg,Balanced Eating,Stressed,Dinner,South Indian,Medium,Eco-friendly,WhatsApp/Instagram,Wallet,Planned/Subscription,On-demand,95,69,39,70,60,22,92,35,5,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,4,420,1513,30,0,Low,Medium,Medium,48,Not Interested,Low Intent Lead,2,3,0,1,2,1,8,6,Affluent,Premium,Light,70.0,65.8,39.1,59.4,48.3,Nurture
MM101326,Pune,West,Tier 1,18-24,Male,Corporate Professional,43360,Veg,Comfort/Indulgence,Low Energy,Lunch,Pan-Asian,Mild,Value/Functional,Own App/Website,UPI,Planned/Subscription,On-demand,66,70,49,74,100,53,84,12,76,Office Lunch & Subscription Packs,Functional Beverages & Mood Drinks,5,418,2534,37,0,Medium,High,High,63,Interested,Awareness/Consideration,1,2,1,2,3,2,5,6,Mass Premium,Premium,Moderate,61.5,53.0,55.1,54.0,64.4,High Potential
MM101327,Chennai,South,Metro,25-34,Female,Teacher/Academia,86188,Veg,High Protein/Fitness,Busy/Pressed for Time,Lunch,South Indian,Medium,Value/Functional,WhatsApp/Instagram,UPI,20-40 min,On-demand,65,67,91,65,38,43,89,63,53,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,7,503,3963,25,1,Medium,Medium,Medium,87,Interested,High Intent Lead,2,1,1,2,2,3,9,6,Affluent,Premium,Moderate,72.2,47.0,54.6,79.0,59.6,Nurture
MM101328,Chennai,South,Metro,35-44,Male,Entrepreneur/Freelancer,142180,Veg,Comfort/Indulgence,Health-Focused,Office Meal,Indian,Medium,Eco-friendly,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,71,92,67,56,51,75,25,5,53,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,5,462,2092,38,1,Medium,Medium,High,56,Not Interested,Low Intent Lead,3,1,0,2,2,1,5,6,Upper Affluent,Premium,Moderate,71.4,56.2,54.0,31.3,51.7,Nurture
MM101329,Ahmedabad,West,Tier 1,45-54,Male,Entrepreneur/Freelancer,42216,Non-Veg,Balanced Eating,Happy/Social,Mid-evening Snack,Fusion,Mild,Value/Functional,Own App/Website,UPI,20-40 min,Weekly Subscription,40,64,69,53,54,44,0,22,31,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,366,1701,18,0,Low,Medium,Medium,59,Interested,Trial Ordered,4,2,1,1,2,4,8,6,Mass Premium,Mid Premium,Light,67.8,30.1,48.2,25.8,47.9,Nurture
MM101330,Hyderabad,South,Metro,35-44,Female,Healthcare/Service,142680,Non-Veg,Convenience First,Health-Focused,Mid-evening Snack,Indian,Spicy,Value/Functional,WhatsApp/Instagram,UPI,Planned/Subscription,On-demand,80,50,40,88,58,39,60,55,63,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,6,582,2798,32,0,Low,Medium,Medium,47,Not Interested,Low Intent Lead,3,1,0,1,2,1,5,6,Upper Affluent,High Premium,Moderate,52.5,58.4,46.1,55.8,50.3,Nurture
MM101331,Ahmedabad,West,Tier 1,45-54,Male,Retired,113917,Non-Veg,Weight Loss,Happy/Social,Lunch,Indian,Medium,Eco-friendly,Own App/Website,UPI,20-40 min,On-demand,65,57,35,54,21,64,18,39,33,Functional Beverages & Mood Drinks,Comfort Food Combo Boxes,2,353,573,20,0,Low,Low,Medium,42,Not Interested,Awareness/Consideration,4,2,0,1,1,2,10,6,Upper Affluent,Mid Premium,Light,70.6,44.8,37.2,26.2,33.5,Low Potential
MM101332,Ahmedabad,West,Tier 1,55+,Male,Healthcare/Service,29586,Vegan,Comfort/Indulgence,Low Energy,Breakfast,Fusion,Medium,Eco-friendly,WhatsApp/Instagram,UPI,20-40 min,Weekly Subscription,80,34,68,63,49,57,49,59,97,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,5,301,1275,27,1,Medium,Medium,Low,43,Not Interested,Awareness/Consideration,5,2,0,2,2,2,5,10,Budget,Mid Premium,Light,55.3,56.2,51.8,54.6,41.9,Low Potential
MM101333,Delhi NCR,North,Metro,35-44,Female,Corporate Professional,151369,Vegan,Convenience First,Health-Focused,Breakfast,Indian,Mild,Eco-friendly,Own App/Website,Credit/Debit Card,Planned/Subscription,Weekly Subscription,55,69,56,50,71,62,42,100,39,Breakfast & Snack Boxes,Office Lunch & Subscription Packs,3,438,1030,13,1,Low,Medium,Medium,70,Interested,Trial Ordered,3,1,1,1,2,4,5,10,Premium,Premium,Light,71.0,36.1,49.8,56.2,53.3,Nurture
MM101334,Indore,Central,Tier 2,35-44,Male,Creative/Media,69583,Veg,Balanced Eating,Happy/Social,Lunch,South Indian,Spicy,Value/Functional,WhatsApp/Instagram,UPI,Under 20 min,On-demand,59,98,60,57,18,43,36,27,51,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,497,1922,13,0,Low,Low,High,66,Interested,Trial Ordered,3,3,1,1,1,4,8,6,Affluent,Premium,Light,83.1,38.3,40.7,38.2,46.6,Nurture
MM101335,Hyderabad,South,Metro,25-34,Male,Corporate Professional,129352,Non-Veg,Weight Loss,Low Energy,Lunch,North Indian,Mild,Value/Functional,Zomato/Swiggy,Credit/Debit Card,Planned/Subscription,On-demand,86,77,51,54,81,32,91,23,47,Office Lunch & Subscription Packs,Personalised Healthy Meal Bowls,7,541,4579,21,0,Medium,High,High,64,Interested,High Intent Lead,2,1,1,2,3,3,10,6,Upper Affluent,Premium,Moderate,79.6,56.8,44.6,63.8,61.1,High Potential
MM101336,Indore,Central,Tier 2,45-54,Male,Entrepreneur/Freelancer,132123,Mixed/Flexible,Balanced Eating,Low Energy,Breakfast,South Indian,Spicy,Eco-friendly,Corporate Bulk,UPI,Under 20 min,On-demand,87,74,72,57,67,50,82,100,50,Breakfast & Snack Boxes,Functional Beverages & Mood Drinks,4,452,1405,39,1,Medium,Medium,Medium,68,Interested,Trial Ordered,4,3,1,2,2,4,8,6,Upper Affluent,Premium,Light,72.3,65.4,53.0,76.6,55.9,Nurture
MM101337,Mumbai,West,Metro,35-44,Male,Corporate Professional,89502,Non-Veg,Comfort/Indulgence,Health-Focused,Lunch,Pan-Asian,Spicy,Value/Functional,Zomato/Swiggy,Credit/Debit Card,20-40 min,On-demand,53,49,78,89,73,88,50,92,99,Comfort Food Combo Boxes,Functional Beverages & Mood Drinks,6,512,2496,39,0,Medium,Medium,Medium,61,Interested,Awareness/Consideration,3,1,1,2,2,2,5,6,Affluent,Premium,Moderate,52.0,46.7,69.8,66.7,59.0,Nurture
MM101338,Jaipur,North,Tier 2,25-34,Female,Government/Public Sector,46608,Non-Veg,Comfort/Indulgence,Stressed,Mid-evening Snack,Continental,Medium,Value/Functional,WhatsApp/Instagram,UPI,Planned/Subscription,Weekly Subscription,87,22,65,66,33,86,100,78,40,Breakfast & Snack Boxes,Comfort Food Combo Boxes,3,383,1076,38,0,Medium,Medium,Low,45,Not Interested,Awareness/Consideration,2,3,0,2,2,2,5,6,Mass Premium,Mid Premium,Light,39.9,65.0,54.9,75.2,37.6,Low Potential
MM101339,Kolkata,East,Metro,18-24,Male,Student,10277,Veg,Comfort/Indulgence,Busy/Pressed for Time,Dinner,North Indian,Mild,Eco-friendly,WhatsApp/Instagram,Cash on Delivery,Under 20 min,On-demand,78,69,95,57,53,97,24,74,89,Breakfast & Snack Boxes,Comfort Food Combo Boxes,4,272,1283,41,1,Medium,Medium,Medium,57,Not Interested,Awareness/Consideration,1,1,0,2,2,2,5,6,Budget,Mass,Light,61.0,61.4,67.2,50.4,49.2,Nurture
MM101340,Lucknow,North,Tier 2,25-34,Male,Creative/Media,43571,Jain,Comfort/Indulgence,Happy/Social,Breakfast,Fusion,Medium,Premium,WhatsApp/Instagram,UPI,20-40 min,On-demand,63,65,88,64,44,54,1,32,60,Functional Beverages & Mood Drinks,Comfort Food Combo Boxes,5,265,1534,28,0,Medium,Low,Medium,74,Interested,Trial Ordered,2,3,1,2,1,4,5,7,Mass Premium,Mass,Light,61.8,47.3,56.6,31.6,53.7,Nurture
MM101341,Ahmedabad,West,Tier 1,25-34,Female,Student,23658,Non-Veg,Convenience First,Low Energy,Breakfast,North Indian,Spicy,Eco-friendly,Zomato/Swiggy,UPI,20-40 min,Monthly Subscription,57,27,65,47,60,90,74,100,39,Breakfast & Snack Boxes,Functional Beverages & Mood Drinks,4,273,1109,23,1,Medium,Medium,Low,49,Not Interested,Low Intent Lead,2,2,0,2,2,1,5,6,Budget,Mass,Light,42.2,41.7,55.9,72.4,42.3,Low Potential
MM101342,Lucknow,North,Tier 2,35-44,Male,Corporate Professional,158564,Non-Veg,Weight Loss,Health-Focused,Office Meal,North Indian,Mild,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Weekly Subscription,54,91,87,77,60,50,50,26,30,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,6,663,4829,25,0,Medium,Medium,High,70,Interested,Awareness/Consideration,3,3,1,2,2,2,10,6,Premium,High Premium,Moderate,86.0,41.0,60.5,51.6,63.4,High Potential
MM101343,Delhi NCR,North,Metro,18-24,Female,Homemaker,34397,Veg,Balanced Eating,Happy/Social,Office Meal,Indian,Medium,Value/Functional,Own App/Website,UPI,Under 20 min,Weekly Subscription,95,81,70,59,51,67,73,25,19,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,5,204,1093,30,0,Medium,Medium,High,49,Not Interested,Low Intent Lead,1,1,0,2,2,1,8,6,Mass Premium,Mass,Light,75.4,65.8,53.8,56.0,48.1,Nurture
MM101344,Delhi NCR,North,Metro,18-24,Male,Homemaker,37092,Non-Veg,Weight Loss,Happy/Social,Breakfast,South Indian,Spicy,Value/Functional,Own App/Website,Cash on Delivery,Planned/Subscription,Weekly Subscription,57,61,28,40,56,76,28,39,21,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,1,275,318,27,0,Low,Low,Medium,40,Not Interested,Low Intent Lead,1,1,0,1,1,1,10,6,Mass Premium,Mass,Light,72.4,43.5,40.0,27.2,37.6,Low Potential
MM101345,Delhi NCR,North,Metro,35-44,Male,Corporate Professional,74287,Non-Veg,Convenience First,Health-Focused,Mid-evening Snack,Continental,Spicy,Eco-friendly,Zomato/Swiggy,UPI,Planned/Subscription,Monthly Subscription,95,77,70,88,56,52,54,37,48,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,6,327,2193,40,1,Medium,Medium,High,74,Interested,High Intent Lead,3,1,1,2,2,3,5,6,Affluent,Mid Premium,Moderate,64.6,70.2,57.4,53.4,61.9,High Potential
MM101346,Bengaluru,South,Metro,35-44,Male,Retired,55788,Vegan,Weight Loss,Happy/Social,Office Meal,Continental,Mild,Eco-friendly,Own App/Website,UPI,Planned/Subscription,Weekly Subscription,52,74,69,42,50,69,72,49,32,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,6,409,2716,23,1,Medium,Medium,Medium,56,Not Interested,Low Intent Lead,3,1,0,2,2,1,10,10,Mass Premium,Premium,Moderate,88.3,39.0,50.4,63.4,48.5,Nurture
MM101347,Chandigarh,North,Tier 2,18-24,Female,Corporate Professional,18295,Veg,Weight Loss,Busy/Pressed for Time,Lunch,North Indian,Spicy,Eco-friendly,Own App/Website,Credit/Debit Card,Under 20 min,On-demand,48,55,80,55,52,88,89,63,5,Office Lunch & Subscription Packs,Breakfast & Snack Boxes,5,281,1396,13,0,Medium,Medium,Medium,64,Interested,Awareness/Consideration,1,3,1,2,2,2,10,6,Budget,Mass,Light,69.8,32.2,60.4,73.4,49.8,Nurture
MM101348,Delhi NCR,North,Metro,25-34,Non-binary,Entrepreneur/Freelancer,138747,Jain,Balanced Eating,Health-Focused,Late-night Craving,South Indian,Mild,Eco-friendly,Corporate Bulk,UPI,Planned/Subscription,Weekly Subscription,82,100,69,95,67,50,12,63,65,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,611,1968,20,0,Medium,Medium,High,70,Interested,Awareness/Consideration,2,1,1,2,2,2,8,7,Upper Affluent,High Premium,Light,86.5,54.1,59.8,38.9,65.2,High Potential
MM101349,Delhi NCR,North,Metro,35-44,Male,Creative/Media,79107,Non-Veg,Balanced Eating,Low Energy,Dinner,Pan-Asian,Medium,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Monthly Subscription,41,78,41,95,37,31,45,43,18,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,443,1587,19,1,Low,Low,High,59,Interested,High Intent Lead,3,1,1,1,1,3,8,6,Affluent,Premium,Light,74.1,31.1,43.0,42.9,51.7,Nurture
MM101350,Bhubaneswar,East,Tier 2,25-34,Male,Corporate Professional,148671,Eggetarian,Comfort/Indulgence,Health-Focused,Lunch,Indian,Medium,Eco-friendly,Zomato/Swiggy,UPI,Under 20 min,On-demand,58,52,41,57,65,49,71,19,80,Office Lunch & Subscription Packs,Comfort Food Combo Boxes,5,495,2186,34,0,Low,Medium,Medium,53,Not Interested,Low Intent Lead,2,3,0,1,2,1,5,7,Upper Affluent,Premium,Moderate,55.9,47.2,43.2,49.3,48.1,Nurture
MM101351,Jaipur,North,Tier 2,35-44,Female,Corporate Professional,212569,Non-Veg,Comfort/Indulgence,Health-Focused,Breakfast,Indian,Spicy,Value/Functional,Zomato/Swiggy,UPI,Planned/Subscription,Weekly Subscription,25,47,92,49,48,47,59,86,84,Office Lunch & Subscription Packs,Breakfast & Snack Boxes,6,702,4183,9,0,Medium,Medium,Medium,74,Interested,High Intent Lead,3,3,1,2,2,3,5,6,Premium,High Premium,Moderate,51.2,17.8,54.0,70.9,53.1,Nurture
MM101352,Delhi NCR,North,Metro,55+,Male,Corporate Professional,53401,Eggetarian,Balanced Eating,Stressed,Lunch,Mediterranean,Spicy,Value/Functional,Zomato/Swiggy,Credit/Debit Card,20-40 min,On-demand,60,68,67,47,62,68,62,52,65,Comfort Food Combo Boxes,Office Lunch & Subscription Packs,5,371,1858,10,1,Low,Medium,Medium,69,Interested,Awareness/Consideration,5,1,1,1,2,2,8,7,Mass Premium,Mid Premium,Light,72.1,37.5,52.4,57.8,52.2,Nurture
MM101353,Hyderabad,South,Metro,55+,Male,Entrepreneur/Freelancer,182316,Veg,Balanced Eating,Stressed,Breakfast,North Indian,Spicy,Value/Functional,Corporate Bulk,Credit/Debit Card,20-40 min,On-demand,58,76,49,54,40,33,14,33,50,Personalised Healthy Meal Bowls,Comfort Food Combo Boxes,5,576,2351,29,1,Low,Low,Medium,74,Interested,Awareness/Consideration,5,1,1,1,1,2,8,6,Premium,High Premium,Moderate,73.2,45.0,38.1,31.2,51.5,Nurture
MM101354,Indore,Central,Tier 2,35-44,Female,Creative/Media,112116,Veg,High Protein/Fitness,Low Energy,Lunch,Mediterranean,Mild,Value/Functional,Zomato/Swiggy,UPI,20-40 min,Weekly Subscription,57,60,59,64,74,59,8,65,54,Functional Beverages & Mood Drinks,Personalised Healthy Meal Bowls,6,398,2556,16,0,Medium,Medium,Medium,52,Not Interested,Awareness/Consideration,3,3,0,2,2,2,9,6,Upper Affluent,Mid Premium,Moderate,69.0,38.6,53.4,40.3,53.9,Nurture
MM101355,Delhi NCR,North,Metro,25-34,Female,Healthcare/Service,45166,Non-Veg,High Protein/Fitness,Health-Focused,Dinner,Indian,Medium,Value/Functional,WhatsApp/Instagram,UPI,Under 20 min,Monthly Subscription,52,99,57,65,16,61,38,34,85,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,379,1156,15,0,Low,Low,High,74,Interested,Trial Ordered,2,1,1,1,1,4,9,6,Mass Premium,Mid Premium,Light,86.6,35.4,44.7,40.2,49.3,Nurture
MM101356,Mumbai,West,Metro,25-34,Female,Entrepreneur/Freelancer,133387,Non-Veg,Convenience First,Low Energy,Lunch,North Indian,Spicy,Value/Functional,Own App/Website,Wallet,Planned/Subscription,On-demand,79,74,85,77,69,77,13,54,24,Functional Beverages & Mood Drinks,Breakfast & Snack Boxes,3,368,1215,28,1,Medium,Medium,High,73,Interested,Awareness/Consideration,2,1,1,2,2,2,5,6,Upper Affluent,Mid Premium,Light,63.3,56.0,66.6,37.4,60.2,High Potential
MM101357,Ahmedabad,West,Tier 1,18-24,Male,Government/Public Sector,26281,Non-Veg,Balanced Eating,Low Energy,Dinner,Indian,Medium,Value/Functional,Zomato/Swiggy,UPI,Planned/Subscription,On-demand,65,82,58,72,46,48,100,40,33,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,3,462,1433,35,1,Medium,Medium,High,70,Interested,Awareness/Consideration,1,2,1,2,2,2,8,6,Budget,Premium,Light,75.9,51.5,48.3,64.7,54.9,Nurture
MM101358,Mumbai,West,Metro,35-44,Female,Healthcare/Service,165595,Non-Veg,Balanced Eating,Health-Focused,Office Meal,Indian,Spicy,Premium,Own App/Website,Cash on Delivery,20-40 min,On-demand,69,100,76,100,48,70,100,39,56,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,4,566,1722,18,1,Medium,Medium,High,78,Interested,Trial Ordered,3,1,1,2,2,4,8,6,Premium,High Premium,Light,84.0,46.1,64.0,69.2,64.4,High Potential
MM101359,Delhi NCR,North,Metro,35-44,Female,Student,21867,Veg,Weight Loss,Stressed,Breakfast,South Indian,Spicy,Premium,Zomato/Swiggy,UPI,20-40 min,On-demand,52,100,65,73,36,61,60,42,48,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,5,255,1422,16,0,Low,Medium,High,74,Interested,High Intent Lead,3,1,1,1,2,3,10,6,Budget,Mass,Light,90.0,35.8,51.7,54.2,55.2,Nurture
MM101360,Mumbai,West,Metro,45-54,Female,Retired,65198,Veg,Balanced Eating,Health-Focused,Mid-evening Snack,South Indian,Spicy,Eco-friendly,Quick Commerce,Credit/Debit Card,20-40 min,On-demand,95,100,21,93,5,100,54,64,15,Personalised Healthy Meal Bowls,Functional Beverages & Mood Drinks,3,558,2006,39,0,Low,Low,High,63,Interested,Awareness/Consideration,4,1,1,1,1,2,8,6,Affluent,High Premium,Moderate,84.0,69.8,45.7,46.8,48.4,Nurture
MM101361,Bengaluru,South,Metro,45-54,Female,Healthcare/Service,76512,Veg,Balanced Eating,Stressed,Office Meal,Indian,Mild,Premium,WhatsApp/Instagram,Cash on Delivery,20-40 min,On-demand,15,79,76,89,46,34,100,56,48,Personalised Healthy Meal Bowls,Office Lunch & Subscription Packs,7,391,2723,20,1,Medium,Medium,High,99,Interested,Repeat Customer,4,1,1,2,2,5,8,6,Affluent,Mid Premium,Moderate,74.6,17.2,54.3,79.4,68.6,High Potential
MM101362,Delhi NCR,North,Metro,35-44,Male,Creative/Media,176696,Jain,Comfort/Indulgence,Health-Focused,Office Meal,North Indian,Mild,Premium,Own App/Website,Credit/Debit Card,Planned/Subscription,On-demand,94,84,100,93,76,54,87,38,59,Functional Beverages & Mood Drinks,Office Lunch & Subscription Packs,7,573,3242,24,1,Medium,High,High,85,Interested,Trial Ordered,3,1,1,2,3,4,5,7,Premium,High Premium,Moderate,70.3,62.5,70.8,73.3,71.9,High Potential
